id,name,post_count,sample_n,rating_label,explicit_ratio,archetype,origin,main_subject,main_theme,main_technique,main_composition,top_copyrights,signature_tags,profile_line,url
673513,rebecca_(keinelove),4399,200,全年龄向,0.0,百合专精,同人为主,非人物/静物,兽耳/亚人/配饰/首饰,漫画分镜,漫画/多格,zenless_zone_zero|bocchi_the_rock!|pokemon,ukinami_yuzuha alice_thymefield kamanosuke_(zenless_zone_zero) gotoh_hitori_(tsuchinoko) sphere_hair_ornament gotoh_hitori zenless_zone_zero bocchi_the_rock!,百合专精 · 兽耳/亚人 · 配饰/首饰 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/673513
1336926,ruu_(tksymkw),5892,200,全年龄向,0.0,同人角色专精,同人为主,女性主体,自然/风景/兽耳/亚人,,表情/表演,touhou|gochuumon_wa_usagi_desu_ka?|touhou_lostword,touhou one-hour_drawing_challenge depth_of_field skirt_set blurry mob_cap back_bow puffy_short_sleeves,同人角色专精 · 自然/风景 · 兽耳/亚人 · 表情/表演 · 同人为主,https://danbooru.donmai.us/artists/1336926
471872,yaegashi_nan,4599,200,全年龄向,0.135,综合向插画师,同人为主,群像/多人,体型特征/自然/风景,特效/后期,场景插画,senran_kagura|senran_kagura_new_link|evenicle,senran_kagura_new_link senran_kagura gurigura_(evenicle) evenicle evenicle_(series) senran_kagura_shinovi_nexus blood_type yumi_(senran_kagura),综合向插画师 · 体型特征 · 自然/风景 · 特效/后期 · 场景插画,https://danbooru.donmai.us/artists/471872
596701,mizuki_hitoshi,4382,200,全年龄向,0.0,漫画/剧情向,同人为主,群像/多人,和风/自然/风景,漫画分镜,漫画/多格,touhou|mahou_shoujo_madoka_magica|mahou_shoujo_madoka_magica_(anime),colored_speech_bubble tatara_kogasa artist_self-insert 4koma touhou shameimaru_aya kochiya_sanae frog_hair_ornament,漫画/剧情向 · 和风 · 自然/风景 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/596701
447855,kouji_(campus_life),4352,200,全年龄向,0.02,单色线稿派,同人为主,男性主体,神话/宗教/兽耳/亚人,单色/灰度/漫画分镜,漫画/多格,blue_archive|hololive|comiket_106,blue_archive shiroko_(blue_archive) maki_(blue_archive) halo cross_hair_ornament sensei_(blue_archive) blue_halo hifumi_(blue_archive),单色线稿派 · 神话/宗教 · 兽耳/亚人 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/447855
1337927,shiromochi_sakura,4076,200,全年龄向,0.015,同人角色专精,同人为主,女性主体,配饰/首饰/中式,,单人立绘,koi_suru_kokoro_to_mahou_no_kotoba|fate/grand_order|fate_(series),futaba_mikana koi_suru_kokoro_to_mahou_no_kotoba blue_scrunchie tachi-e parallel_hairclips transparent_background short_hair_with_long_locks hair_scrunchie,同人角色专精 · 配饰/首饰 · 中式 · 单人立绘 · 同人为主,https://danbooru.donmai.us/artists/1337927
1384204,naga_u,3885,200,轻度色气,0.22,兽耳/亚人专精,原创/同人混合,男性主体,兽耳/亚人/裸体/暴露,特效/后期/单色/灰度,漫画/多格,blue_archive|sekaiju_no_meikyuu|sekaiju_no_meikyuu_4,kemomimi-chan_(naga_u) suama-kun_(naga_u) sumomo_(blue_archive) sekaiju_no_meikyuu_4 sekaiju_no_meikyuu blue_archive bunny-san_(naga_u) iori_(blue_archive),兽耳/亚人专精 · 兽耳/亚人 · 裸体/暴露 · 特效/后期 · 漫画/多格,https://danbooru.donmai.us/artists/1384204
599716,tani_takeshi,3932,200,全年龄向,0.0,单色线稿派,同人为主,群像/多人,和风/奇幻/魔法,单色/灰度/漫画分镜,漫画/多格,mahoutsukai_linn_no_shiawase_na_kekkon|darkstalkers|civilization_(series),mahoutsukai_linn_no_shiawase_na_kekkon cress_de_rouen lyn_albell tetsuya_(mahoutsukai_linn_no_shiawase_na_kekkon) luminas_(mahoutsukai_linn_no_shiawase_na_kekkon) henried_socie_rouen shinji_(mahoutsukai_linn_no_shiawase_na_kekkon) marianne_teela_adelheid_rouen,单色线稿派 · 和风 · 奇幻/魔法 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/599716
1595746,hara_(harayutaka),3868,200,硬核R18,0.89,R18情色向画师,同人为主,女性主体,裸体/暴露/体型特征,赛璐璐/平涂/漫画分镜,姿势/动态,zenless_zone_zero|goddess_of_victory:_nikke|re:zero_kara_hajimeru_isekai_seikatsu,mosaic_censoring penis sex vaginal hetero censored goddess_of_victory:_nikke code_geass:_dakkan_no_roze,硬核R18 · R18情色向画师 · 裸体/暴露 · 体型特征 · 赛璐璐/平涂 · 姿势/动态,https://danbooru.donmai.us/artists/1595746
692831,matsunaga_kouyou,3556,200,全年龄向,0.005,原创角色设计师,原创为主,女性主体,泳装/内衣/校园,,俯视/仰视,comiket_108,split_mouth nose_blush buruma polka_dot_panties red_buruma white_panties pantyshot dot_mouth,原创角色设计师 · 泳装/内衣 · 校园 · 俯视/仰视 · 原创为主,https://danbooru.donmai.us/artists/692831
1474131,hiroki_(yyqw7151),3448,200,全年龄向,0.0,原创角色设计师,原创为主,群像/多人,校园/泳装/内衣,,俯视/仰视,,school_swimsuit blue_one-piece_swimsuit blurry_foreground one-piece_swimsuit_pull one-piece_swimsuit black_one-piece_swimsuit upshirt dressing,原创角色设计师 · 校园 · 泳装/内衣 · 俯视/仰视 · 原创为主,https://danbooru.donmai.us/artists/1474131
1293016,ojipon,3871,200,全年龄向,0.13,同人角色专精,同人为主,群像/多人,泳装/内衣/裸体/暴露,漫画分镜/单色/灰度,差分/变体,kantai_collection|lawson|umamusume,kantai_collection kinugasa_(kancolle) see-through_strap kinugasa_kai_ni_(kancolle) ooyodo_(kancolle) makigumo_(kancolle) watermark mamiya_(kancolle),同人角色专精 · 泳装/内衣 · 裸体/暴露 · 漫画分镜 · 差分/变体,https://danbooru.donmai.us/artists/1293016
1229939,blade_(galaxist),3211,200,情色向,0.17,原创角色设计师,原创为主,群像/多人,体型特征/裸体/暴露,线稿/速写/漫画分镜,姿势/动态,megami_device|zenless_zone_zero|genshin_impact,megami_device puni_mofu_mao big_daddy_(zenless_zone_zero) boar grey_helmet luciana_de_montefio bikini_armor partially_visible_vulva,情色向 · 原创角色设计师 · 体型特征 · 裸体/暴露 · 线稿/速写 · 姿势/动态,https://danbooru.donmai.us/artists/1229939
671132,bow_(bhp),3221,200,情色向,0.18,综合向插画师,同人为主,男性主体,裸体/暴露/体型特征,线稿/速写/素描/炭笔,姿势/动态,blue_archive|goddess_of_victory:_nikke|gundam,goddess_of_victory:_nikke blue_archive commander_(nikke) huge_breasts delta_(nikke) sensei_(blue_archive) nipples doodle_sensei_(blue_archive),情色向 · 综合向插画师 · 裸体/暴露 · 体型特征 · 线稿/速写 · 姿势/动态,https://danbooru.donmai.us/artists/671132
637501,onikobe_rin,3282,200,全年龄向,0.0,同人角色专精,同人为主,非人物/静物,兽耳/亚人/兽人/furry,单色/灰度,单人立绘,umamusume|umamusume:_cinderella_gray|pakatube,umamusume horse_girl horse_ears tracen_training_uniform horse_tail ear_covers watermark greyscale_with_colored_background,同人角色专精 · 兽耳/亚人 · 兽人/furry · 单色/灰度 · 单人立绘,https://danbooru.donmai.us/artists/637501
460654,pageratta,3572,200,全年龄向,0.0,单色线稿派,原创为主,群像/多人,军事/枪械/制服/职场,单色/灰度/漫画分镜,漫画/多格,pokemon|pokemon_champions|touhou,hinami_(pageratta) tsukino_(pageratta) white_hoodie spot_color 3koma orange_skirt comic hood_down,单色线稿派 · 军事/枪械 · 制服/职场 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/460654
465291,tony_taka,3177,200,轻度色气,0.12,综合向插画师,原创/同人混合,群像/多人,裸体/暴露/泳装/内衣,,姿势/动态,guilty_princess|fault!!|shining_(series),guilty_princess fault!! ping-yi_(tony_taka) jin-lian_(tony_taka) shining_(series) page_number zi_ling ccg_expo,综合向插画师 · 裸体/暴露 · 泳装/内衣 · 姿势/动态 · 原创/同人混合,https://danbooru.donmai.us/artists/465291
1247095,boris_(noborhys),3408,200,硬核R18,0.825,R18情色向画师,同人为主,男性主体,裸体/暴露/兽人/furry,线稿/速写/漫画分镜,姿势/动态,fire_emblem|fire_emblem_heroes|pokemon,fire_emblem_heroes fire_emblem bar_censor sakura_(priestess)_(fire_emblem) sakura_(fire_emblem) clair_(resplendent)_(fire_emblem) clair_(fire_emblem) neilnail_(xenoblade),硬核R18 · R18情色向画师 · 裸体/暴露 · 兽人/furry · 线稿/速写 · 姿势/动态,https://danbooru.donmai.us/artists/1247095
1314526,hana_kazari,3095,200,全年龄向,0.0,综合向插画师,同人为主,女性主体,神话/宗教/兽耳/亚人,线稿/速写,单人立绘,blue_archive|vrchat|rabbit_hole_(vocaloid),blue_archive white_outline outside_border ui_(blue_archive) white_border border outline ui_(swimsuit)_(blue_archive),综合向插画师 · 神话/宗教 · 兽耳/亚人 · 线稿/速写 · 单人立绘,https://danbooru.donmai.us/artists/1314526
2089176,a1_(initial-g),3124,200,情色向,0.32,综合向插画师,同人为主,群像/多人,泳装/内衣/体型特征,单色/灰度/漫画分镜,姿势/动态,girls_und_panzer|love_live!|love_live!_nijigasaki_high_school_idol_club,love_live!_nijigasaki_high_school_idol_club nishizumi_shiho ichijou_hotaru non_non_biyori nishikigi_chisato girls_und_panzer kirigaya_suguha hanami_ume,情色向 · 综合向插画师 · 泳装/内衣 · 体型特征 · 单色/灰度 · 姿势/动态,https://danbooru.donmai.us/artists/2089176
1433111,futa_(nabezoko),3096,200,轻度色气,0.18,漫画/剧情向,同人为主,群像/多人,裸体/暴露/日常/治愈,漫画分镜/单色/灰度,漫画/多格,touhou|touhou_arcadia_record|comiket_108,touhou usami_renko maribel_hearn watermark touhou_arcadia_record deformed comic mob_cap,漫画/剧情向 · 裸体/暴露 · 日常/治愈 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/1433111
482365,matsuo_yukihiro,3044,200,全年龄向,0.0,像素/复古画师,同人为主,男性主体,校园/战斗/动作,像素画,表情/表演,science_adventure|chaos;child|chaos;head,chaos;child kurusu_nono hekiho_academy_school_uniform science_adventure tachi-e transparent_background kishimoto_ayase chest_bow,像素/复古画师 · 校园 · 战斗/动作 · 像素画 · 表情/表演,https://danbooru.donmai.us/artists/482365
1436496,gomashio_(goma_feet),2980,200,全年龄向,0.0,同人角色专精,同人为主,非人物/静物,日常/治愈/兽耳/亚人,单色/灰度/漫画分镜,漫画/多格,umamusume|touhou|pakatube,umamusume |_| chibi_only horse_girl horse_ears no_mouth cheval_grand_(umamusume) horse_tail,同人角色专精 · 日常/治愈 · 兽耳/亚人 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/1436496
398781,yohane,3002,200,全年龄向,0.0,单色线稿派,同人为主,群像/多人,体型特征/自然/风景,单色/灰度/漫画分镜,漫画/多格,touhou,touhou yasaka_kanako shanghai_doll aki_minoriko moriya_suwako monochrome yagokoro_eirin missing_headwear,单色线稿派 · 体型特征 · 自然/风景 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/398781
1460611,chihuri,2963,200,全年龄向,0.0,原创角色设计师,原创/同人混合,男性主体,自然/风景/都市/街景,漫画分镜/单色/灰度,漫画/多格,final_fantasy|final_fantasy_xiv|elden_ring,nea_(chihuri) ende_(chihuri) final_fantasy_xiv zephirin_de_valhourdin final_fantasy warrior_of_light_(ff14) au_ra axolotl,原创角色设计师 · 自然/风景 · 都市/街景 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/1460611
513917,saitou_natsuki,2958,200,情色向,0.445,奇幻/魔法题材,同人为主,女性主体,奇幻/魔法/裸体/暴露,,俯视/仰视,mahou_senshi_(series)|mahou_senshi_elixir_knights|mahou_senshi_symphonic_knights,mahou_senshi_(series) 2000s_(style) mahou_senshi_elixir_knights mahou_senshi_symphonic_knights kourin_tenshi_en_ciel_rena yurise_ririna magical_girl tachibana_arisu_(mahou_senshi),情色向 · 奇幻/魔法题材 · 奇幻/魔法 · 裸体/暴露 · 俯视/仰视 · 同人为主,https://danbooru.donmai.us/artists/513917
381829,ixy,3024,200,全年龄向,0.0,综合向插画师,同人为主,男性主体,音乐/偶像/神话/宗教,线稿/速写,肖像/半身,blue_archive|hololive|vocaloid,hololive white_pupils bright_pupils blue_archive virtual_youtuber bocchi_the_rock! halo cat_ear_headphones,综合向插画师 · 音乐/偶像 · 神话/宗教 · 线稿/速写 · 肖像/半身,https://danbooru.donmai.us/artists/381829
1266453,ido_(teketeke),2943,200,全年龄向,0.0,漫画/剧情向,同人为主,群像/多人,校园/恋爱/情感,漫画分镜,漫画/多格,umamusume|occult_times|sylvanian_families,trainer_(umamusume) umamusume horse_girl horse_ears tracen_school_uniform symboli_rudolf_(umamusume) gentildonna_(umamusume) horse_tail,漫画/剧情向 · 校园 · 恋爱/情感 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/1266453
1442902,mitarashi_neko,2911,200,全年龄向,0.0,综合向插画师,同人为主,群像/多人,兽耳/亚人/军事/枪械,漫画分镜,漫画/多格,idolmaster|idolmaster_cinderella_girls|hololive,idolmaster_cinderella_girls tachibana_arisu 0_0 in_cup idolmaster sagisawa_fumika in_container minigirl,综合向插画师 · 兽耳/亚人 · 军事/枪械 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/1442902
714124,hews,2910,200,情色向,0.485,传统手绘媒介,同人为主,男性主体,裸体/暴露/日常/治愈,单色/灰度/线稿/速写,俯视/仰视,kaoru_hana_wa_rin_to_saku|umamusume|arknights,waguri_kaoruko kaoru_hana_wa_rin_to_saku kikyo_private_academy_school_uniform sketch inverted_nipples greyscale umamusume uncensored,情色向 · 传统手绘媒介 · 裸体/暴露 · 日常/治愈 · 单色/灰度 · 俯视/仰视,https://danbooru.donmai.us/artists/714124
681282,bb_(baalbuddy),2977,200,全年龄向,0.015,奇幻/魔法题材,原创/同人混合,群像/多人,奇幻/魔法/体型特征,单色/灰度/漫画分镜,表情/表演,dungeons_&_dragons|fate/grand_order|fate_(series),greyscale english_text monochrome dwarf beard_stubble orc facial_hair stubble,奇幻/魔法题材 · 奇幻/魔法 · 体型特征 · 单色/灰度 · 表情/表演,https://danbooru.donmai.us/artists/681282
387037,huke,2841,200,全年龄向,0.0,像素/复古画师,同人为主,男性主体,角色扮演/异装/手足/局部,像素画,表情/表演,science_adventure|steins;gate|steins;gate_0,amane_yuki steins;gate_0 steins;gate science_adventure dress_vest tachi-e transparent_background ringed_eyes,像素/复古画师 · 角色扮演/异装 · 手足/局部 · 像素画 · 表情/表演,https://danbooru.donmai.us/artists/387037
1311231,m-da_s-tarou,2968,200,硬核R18,0.825,R18情色向画师,同人为主,男性主体,裸体/暴露/体型特征,单色/灰度/线稿/速写,姿势/动态,genshin_impact|zenless_zone_zero|fate_(series),genshin_impact penis green_visor_cap shigure_ui_(young)_(vtuber) ukinami_yuzuha furina_(genshin_impact) lumine_(genshin_impact) bar_censor,硬核R18 · R18情色向画师 · 裸体/暴露 · 体型特征 · 单色/灰度 · 姿势/动态,https://danbooru.donmai.us/artists/1311231
1601200,hungry_clicker,2887,200,全年龄向,0.0,综合向插画师,同人为主,男性主体,BL/腐向/体型特征,单色/灰度,肖像/半身,street_fighter|street_fighter_6|guilty_gear,street_fighter_6 street_fighter guilty_gear guilty_gear_strive pokemon_tcg card_(medium) evolution_championship_series fatal_fury,综合向插画师 · BL/腐向 · 体型特征 · 单色/灰度 · 肖像/半身,https://danbooru.donmai.us/artists/1601200
1646286,sincos,2775,200,硬核R18,0.93,R18情色向画师,同人为主,男性主体,裸体/暴露/体型特征,赛璐璐/平涂/漫画分镜,姿势/动态,idolmaster|kanan-sama_wa_akumade_choroi|idolmaster_shiny_colors,fat_man fat bar_censor penis stomach_hair ichijouma_mankitsu_gurashi! sex hairy,硬核R18 · R18情色向画师 · 裸体/暴露 · 体型特征 · 赛璐璐/平涂 · 姿势/动态,https://danbooru.donmai.us/artists/1646286
728028,dd_(ijigendd),2757,200,情色向,0.495,原创角色设计师,原创为主,女性主体,裸体/暴露/体型特征,,姿势/动态,kantai_collection,kantai_collection mosaic_censoring asashio_(kancolle) loli pussy censored nipples anus,情色向 · 原创角色设计师 · 裸体/暴露 · 体型特征 · 姿势/动态 · 原创为主,https://danbooru.donmai.us/artists/728028
1639152,mizumizuni,2740,200,硬核R18,1.0,R18情色向画师,同人为主,女性主体,裸体/暴露/兽耳/亚人,漫画分镜,单人立绘,fate/grand_order|fate_(series)|en'en_no_shouboutai,saliva_on_penis deepthroat large_penis bar_censor irrumatio fellatio penis oral,硬核R18 · R18情色向画师 · 裸体/暴露 · 兽耳/亚人 · 漫画分镜 · 单人立绘,https://danbooru.donmai.us/artists/1639152
1543884,nyantcha,2825,200,硬核R18,0.67,R18情色向画师,原创/同人混合,群像/多人,裸体/暴露/体型特征,漫画分镜/单色/灰度,俯视/仰视,mega_man_(series)|mega_man_zx|zenless_zone_zero,aile_(mega_man_zx) mega_man_zx scanlines interracial very_dark_skin mega_man_(series) robot_ears blacked_female,硬核R18 · R18情色向画师 · 裸体/暴露 · 体型特征 · 漫画分镜 · 俯视/仰视,https://danbooru.donmai.us/artists/1543884
678454,tsukudani_(coke-buta),2730,200,轻度色气,0.195,原创角色设计师,原创为主,男性主体,裸体/暴露/手足/局部,单色/灰度/线稿/速写,肖像/半身,helltaker|dragon_quest|brand_new_animal,tsurime-chan dated araiguma-san tsukudani-chan helltaker very_short_hair female_pubic_hair signature,原创角色设计师 · 裸体/暴露 · 手足/局部 · 单色/灰度 · 肖像/半身,https://danbooru.donmai.us/artists/678454
620931,dagasi,2798,200,硬核R18,0.93,兽耳/亚人专精,同人为主,群像/多人,裸体/暴露/兽人/furry,,姿势/动态,pokemon|zenless_zone_zero|onii-chan_wa_oshimai!,furry_female furry body_fur uncensored interspecies furry_with_furry loli furry_with_non-furry,硬核R18 · 兽耳/亚人专精 · 裸体/暴露 · 兽人/furry · 姿势/动态 · 同人为主,https://danbooru.donmai.us/artists/620931
402952,drawfag,2706,200,轻度色气,0.1,机甲/军事题材,原创/同人混合,群像/多人,军事/枪械/裸体/暴露,单色/灰度/线稿/速写,差分/变体,mega_man_(classic)|mega_man_(series)|pokemon,russo-ukrainian_war buhanka-chan z_(russian_symbol) lerochka roll_(mega_man) marichka alpha_(alpha_1918) mega_man_(classic),机甲/军事题材 · 军事/枪械 · 裸体/暴露 · 单色/灰度 · 差分/变体,https://danbooru.donmai.us/artists/402952
383249,hisahiko,2782,200,轻度色气,0.125,日常/治愈系,同人为主,群像/多人,日常/治愈/裸体/暴露,漫画分镜/单色/灰度,漫画/多格,umamusume|kantai_collection|dragon_quest,rice_shower_(umamusume) recipe tracen_school_uniform oguri_cap_(umamusume) umamusume tamamo_cross_(umamusume) horse_girl horse_ears,日常/治愈系 · 日常/治愈 · 裸体/暴露 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/383249
908467,minaba_hideo,2671,200,全年龄向,0.0,日常/治愈系,同人为主,男性主体,BL/腐向/军事/枪械,,姿势/动态,granblue_fantasy|granblue_fantasy_versus:_rising|shingeki_no_bahamut,granblue_fantasy erune transparent_background draph granblue_fantasy_versus:_rising sandalphon_(granblue_fantasy) indala_(granblue_fantasy) payila_(granblue_fantasy),日常/治愈系 · BL/腐向 · 军事/枪械 · 姿势/动态 · 同人为主,https://danbooru.donmai.us/artists/908467
1254914,kirisawa_juuzou,2669,200,全年龄向,0.005,单色线稿派,同人为主,群像/多人,和风/日常/治愈,线稿/速写/单色/灰度,差分/变体,kantai_collection|tokyo_afterschool_summoners|hiroshima_touyou_carp,jingei_(kancolle) kantai_collection chougei_(kancolle) whale_hair_ornament kirisawa_juuzou_(character) dated hair_flaps akagi_(kancolle),单色线稿派 · 和风 · 日常/治愈 · 线稿/速写 · 差分/变体,https://danbooru.donmai.us/artists/1254914
1418555,ramchi,2755,200,轻度色气,0.05,原创角色设计师,原创为主,女性主体,泳装/内衣/裸体/暴露,漫画分镜,姿势/动态,idolmaster|gakuen_idolmaster|idolmaster_cinderella_girls,colored_speech_bubble motherly-chan_(ramchi) gakuen_idolmaster censored_nipples black_hair_twintail-chan_(ramchi) raised_inner_eyebrows small_sweatdrop idolmaster,原创角色设计师 · 泳装/内衣 · 裸体/暴露 · 漫画分镜 · 姿势/动态,https://danbooru.donmai.us/artists/1418555
596456,zounose,2660,200,全年龄向,0.0,同人角色专精,同人为主,群像/多人,和风/自然/风景,单色/灰度/漫画分镜,漫画/多格,touhou|touhou_lostword|pokemon,touhou yasaka_kanako page_number moriya_suwako yuiman_asama touhou_lostword iwanaga_ariya fiery_wings,同人角色专精 · 和风 · 自然/风景 · 单色/灰度 · 漫画/多格,https://danbooru.donmai.us/artists/596456
478269,takafumi,2638,200,全年龄向,0.005,原创角色设计师,原创为主,男性主体,泳装/内衣/体育/运动,光影/氛围,设定/图解,blue_archive|lycoris_recoil|toji_no_miko,competition_swimsuit highleg_one-piece_swimsuit multicolored_swimsuit striped_one-piece_swimsuit string_of_flags glass_ceiling lane_line highleg,原创角色设计师 · 泳装/内衣 · 体育/运动 · 光影/氛围 · 设定/图解,https://danbooru.donmai.us/artists/478269
444352,qp:flapper,2637,200,全年龄向,0.0,同人角色专精,同人为主,女性主体,校园/日常/治愈,,单人立绘,girlfriend_(kari)|ongeki|sega,girlfriend_(kari) card_(medium) shiranui_isuzu ukihashi_asuka character_name makise_subaru asato_kasuga naoe_yu,同人角色专精 · 校园 · 日常/治愈 · 单人立绘 · 同人为主,https://danbooru.donmai.us/artists/444352
1439742,tsuruse,2616,200,全年龄向,0.0,原创角色设计师,原创为主,男性主体,BL/腐向/日常/治愈,漫画分镜/单色/灰度,漫画/多格,utatane_production|sakura_no_sekai|indie_virtual_youtuber,doctor_lunatic_(tsuruse) fusou_neon_(tsuruse) mizuminase_yuko_(tsuruse) kyougoku_shigure_(tsuruse) grey_vest lab_coat comic hooded_jacket,原创角色设计师 · BL/腐向 · 日常/治愈 · 漫画分镜 · 漫画/多格,https://danbooru.donmai.us/artists/1439742
1479489,horosuke,2585,200,硬核R18,0.93,奇幻/魔法题材,同人为主,群像/多人,裸体/暴露/恐怖/猎奇,,姿势/动态,fate_(series)|fate/grand_order|blue_archive,mechanical_tentacles restrained choukou_taisen_escalation_heroines choukou_(alicesoft) sex_machine stationary_restraints distorted_halo captured,硬核R18 · 奇幻/魔法题材 · 裸体/暴露 · 恐怖/猎奇 · 姿势/动态 · 同人为主,https://danbooru.donmai.us/artists/1479489
1754482,colorful_palette,2649,200,全年龄向,0.0,日常/治愈系,同人为主,男性主体,音乐/偶像/BL/腐向,,俯视/仰视,project_sekai|vocaloid|yoidore_shirazu_(vocaloid),project_sekai dot_nose vocaloid great_yell_for_dreamers!_(project_sekai) triangle official_alternate_hair_ornament again_and_again_ambition!_(project_sekai) kimi_no_tonari_kimi_to_miru_ashita_(project_sekai),日常/治愈系 · 音乐/偶像 · BL/腐向 · 俯视/仰视 · 同人为主,https://danbooru.donmai.us/artists/1754482
2359760,youyume-kun,2604,200,情色向,0.47,同人角色专精,同人为主,男性主体,裸体/暴露/手足/局部,漫画分镜/单色/灰度,姿势/动态,touhou|vocaloid|voiceroid,touhou ring_light_reflection konpaku_youmu konpaku_youmu_(ghost) interracial mosaic_censoring dark-skinned_male frilled_hair_tubes,情色向 · 同人角色专精 · 裸体/暴露 · 手足/局部 · 漫画分镜 · 姿势/动态,https://danbooru.donmai.us/artists/2359760
